docid,language,num_cells,num_code_cells,num_md_cells,len_md_text
NB_5cea9aff3befed6d69313a567cbeb36d42f20861359cfe9918036944bbe0e566,python,3,3,0,0
NB_4665679ea4ef07d5814c9d2bb48c926665244a9e2701893ebb703f1e44cee03a,python,62,42,20,31
NB_9a45e00f603220e677c7acb2686f16aa62cb3cdc8b85205d35b32e43a171ceda,python,18,18,0,0
NB_643bab9d4fc12751fc2806760bb0d8ed005ad3cb6c690d750c05f76db4e33ded,python,59,27,32,87
NB_3d59d6390d09a703e859dc4be3c0a63bcce02f0cfd5a66f3c5d7c77a37cdc9c6,python,39,38,1,54
NB_655ade69cff2ecb144398f0c92686417adf4cb9c89e078f6d5bf24c8acc8f69e,python,15,15,0,0
NB_f540f57b49b7dbe1539bde93cc99c9a78c48dbda37cd2b6d7e78925e188d6555,python,15,7,8,37
NB_d9eeb6c1dfd79d4e6c18f69ad6ef545f81acf61b2e7db4c95a85e1d659028432,python,28,12,16,68
NB_e145d4f41a321c4b66bc52caa9c2cc548ed7c0b8209abcdb8c080c9926504574,python,78,65,13,13
NB_ff11b6214651cc6bf1c6a4dfa4fa025422c24fc11690aaeacbaab3fff2834060,python,53,17,36,473
NB_41b69cb8db93ec3d6e3066cc92304442aca17ade5b6475b4d75088d9fda63ded,python,109,86,23,27
NB_54d8dac7f8005dab8af339d98a5d2f28aa52a7da951cdc6369b6a2c211a6fcf9,others,23,12,11,11
NB_d0cc781d6e367e56233924b3714ed771196b796d15b9f456069a24e66d2e11cc,python,9,6,3,7
NB_764528d4090385a007d260a6f15c2d6b28fe865afa1a21c497eadf54e70ac6f8,python,33,33,0,0
NB_e04dcdb4f0c17aca6a2bf60212f2744a231a931667aceb78ac91e6e6d1b6260e,python,151,139,12,84
NB_9e65a5ba7f56ed6825a46f5b240ddaeded5a32bbce73a05dee50850e2f5b1448,python,87,67,20,28
NB_a73f8e4a4212d87b9af17ad53736c5adfbcaaf855a262e4f6930e46cf0427bfc,python,70,63,7,42
NB_f15f108d610ad6ea70a0a587ff7244cce9389ea96c171bca56e9b0995b985695,R,56,25,31,36
NB_eee58910770bcbd3d343b53983fdbfae97ec284882ea897ea00ddc884848ee6e,python,13,8,5,13
NB_524dbc4eebad1dd85ecca5fed33b71558cc55fd2aeb192036954b3b3ac2bc89c,python,30,30,0,0
NB_1ff7d8a2447a531b73f9e7d1460adcd370971a8559f8f14d66bf35205cf3c28d,python,6,6,0,0
NB_08f4c5ee63ad908d671c75792578fbdc06879efe95ada41168d82f8168cdab15,python,47,28,19,30
NB_bed1bf80b41dfb8e7c72c470c03203ed5ff363142173de66c6b95b2eec335739,others,12,11,1,1
NB_998ab166e9bed9116e87904f07ef5913f922f097dcae940c8e00a69530968d78,python,18,16,2,26
NB_fba88bef61287d1c7807571e17e58028e05892490a8c9f592927f57986d37a49,python,1,1,0,0
NB_5ebef9c599baa3b05424a81a0a35b6426bf9bb391e2e7bf2d98ca2c426cc72df,others,35,19,16,16
NB_60adecceb46555364c30c249a602f36e2bc2000530d06835f9ea09af3db0511d,python,13,7,6,51
NB_0c1b799ed82aa6cc125db06b3034c6db299bdd324041536394f952304d509f05,others,29,26,3,3
NB_ab9aa2aa23da6902ab273dda883dfbd652d1eada4caca5bf3b818c982cdc4cb7,python,10,10,0,0
NB_d89d28e6b5d8444c770b6c3fe02f4e6b7f901ec9ca140a86e771f5eb29acc1fa,python,56,48,8,8
NB_fed47e51eb203d9aa292ce7c3f23fd6ee8f7d5aac58286dcd63526cc61148c40,python,22,8,14,137
NB_bceaaa5097b0b27725b5702da6df0547ee8513ac3b55c3e44cd9c01453337549,python,30,30,0,0
NB_5f9c4cb59f077951fe53482441c19f1c88325cf12542dad23d848405a04ca3aa,python,29,24,5,7
NB_5b058bd699308f52f380392781ba47aad7ad3f7a3d3e847774f23e66badf39dd,python,14,10,4,14
NB_cc6e557d699b6a492e0d7d2af011d8644e6114a34f23f4a5703f7fc1876d2418,python,7,7,0,0
NB_21f719339081425679370e6041f5997ebad1eba8d72852f48a940605aa57021c,python,19,8,11,215
NB_b5f3ee9d49bc07757797091787fa58674536bb272ff50519ddc13ecd4bf23d65,python,45,35,10,16
NB_30b91da19a5f4038c8a21e0c192b58246ce8956d94abb36b42ca5dabddfe9acc,python,32,22,10,296
NB_1e0fb517be1307f5bbda2357bca6d52945ea40882848501282e9fac5310fdee2,python,4,4,0,0
NB_1c659216ac6a4796fada165bc94e1dafb85b62e78b54522ef68200e2c6ed6ea1,python,43,22,21,187
NB_da9b7d88c6710b2dbd0e007f6cdc3492eec40a478edbdfddc835dcf755c41613,python,41,41,0,0
NB_f7aad02df3dcf9a03426944a53ec417e1c820df502cd398141a41850322eeaa8,python,11,5,6,26
NB_78e95ee9a8867fbfc135f7787f7ebdf99eb2a6d23ba9c1f5c1702418e09cfc84,python,67,42,25,31
NB_f6f3db57f79ffe0e1bf078a5bbc1692e350cb80727a4ea2a0cfb8e4efdf3329b,python,31,24,7,12
NB_d79814a082be385abc375477190abe5d8c46e024154f6098f17eefb4b681eda1,python,21,8,13,18
NB_e9cedfef06443878076fb70c22e73543b78a3ebedd8a467298099197843eb0d7,python,44,17,27,954
NB_fcb4ef538331e5e1666d9be0aff2c825922c3d57c741834c8b28820fb4711f00,python,9,5,4,6
NB_1a83707fc1ea713b4afb901ab700b511d8e2abdca8f1c58c8ad862f4df736329,python,7,7,0,0
NB_9869be92e6f9d137dc536e6150d5e8cbc027247b13bc5f92a84eaff03b50fda0,python,24,13,11,37
NB_59d529c9e104e3dcfbb4fbcc98b8666e42e8212788d870df75210f96c2536b72,python,25,13,12,39
NB_f66ef4048b5e3958874d4e9f73de165c3462128b4a803021a690561fea99ca08,python,25,12,13,59
NB_17490d9af1ed64a60f93c734173bf13dc1d8b24b0a424ec6282558ad434a3c50,python,15,8,7,132
NB_d9b2d7ea0825d91aa3d67a2dca6b5c5e042888cf1c8a326a48662077d9682c13,python,9,4,5,21
NB_adb58996c0051144853c74518eef4621a7ea328ae027dac2644cf3a21c7de2b2,python,18,7,11,40
NB_1542c111311c9286fb198cc67336889387024893ad90093f41b84ff2f8453f82,python,47,19,28,559
NB_93faa59cb6a942f1d72ee70d82fb148de92393ce81ae6f908be9a1fefc3b62bb,python,43,25,18,27
NB_36eb19bb9f9c4b1b14bda3cca5eb5cd9125ad2ffee7b9adeffd65ec2365e6a37,python,15,15,0,0
NB_717e9a4e983e720d60790ed30256b09f789c1f6a7ff796348efe7795554d78e1,python,27,21,6,7
NB_478d362f37c99523b1345afe4535ea2560de2c5020f86a1251fbaa0a283ef2b2,python,22,13,9,110
NB_7999939b898b7b7a91a3a487829ee23897220d1c0679f0daa6999547ce6273ef,python,10,4,6,17
NB_58f9f30f19dfcd8250a8b17444153b1ce9c485930b4f338d3d40b0b4fa2d5c38,python,20,8,12,185
NB_5379f7835878b7f494e668f800a082ce4b1eb146f6ca607b3517a0ece21d0dbf,others,21,21,0,0
NB_da051f028bae5c09ea65f67fb423e5c79ab5fdb2e1585cf4e1f64d83209ef39c,python,78,44,34,129
NB_bd536e48bc6d92ddeb9458fbf4255cc999d4902e678f67a51c3d4ab88571135c,python,8,8,0,0
NB_c18cf7277f9d4cb8a158291e9b1d18d2efbcd2d8d9294067113534cb14917324,python,191,155,36,36
NB_5d2428e05d823a1d2ffcb99eca81351b7e1c51abd997a4c8a7775c2f9e24d2fa,python,25,25,0,0
NB_9cc28632cd4edf2da498c1f97ad5322ca4f19828c4479bda5110f18fc8c41287,others,42,41,1,1
NB_22545992fd43b47e63c985abb9b105876f38a8ebe8340f42c53061dc794df396,python,40,30,10,10
NB_945333429ae753b241784a69851e21dbefdfa50b3dba54dd682bee4d930dfe10,python,5,2,3,10
NB_7817eaee015bbd82a11f85e08bb91114cc376fbdb4ef5c18ddd505a003505b85,python,15,9,6,6
NB_ac3de3825e74d6cf9a3068bdb9a829dc4315606c54245ddb6addb6ed32f68451,python,17,8,9,10
NB_7ace6877a05183c09d376ade5220cfc2d48155aa87f6ed88539eda48922678a5,others,70,65,5,5
NB_995bf78572382d4dab42f8b9a4b515572890ebe2e9dd0baf24e3b91adab9bc48,python,7,3,4,17
NB_e8ff20bebf48d6801b80d98383ea75e025b22c79cd479a0ca54f57a042ed5820,python,27,13,14,59
NB_2e7afd60cb9a569413ad35aede82b0dc37b3cd7a280b1e82e771e4e410555341,python,68,29,39,75
NB_fde2d3b2764d7f911b0e811e3a5682c423a50cb81c39c053b0558532f7b9b7cd,python,40,24,16,41
NB_dca583251e242467429c0444b6f4a89730843133de47e548f68cb2b497b81539,python,49,28,21,245
NB_058562e8bcbd1e621076bda7490532e1eb926fb4c384e632df21f5a7a12d7e6f,python,23,10,13,32
NB_d2357e20b2dd866a80e3e338b11faa1cb9004c36220920b2e5276194f3512f2a,python,4,4,0,0
NB_4d914651b7e86e7f2ddb7bbad03a990a5f19d09665ff5151b14ad3f6b465eb9b,others,0,0,0,0
NB_30da4d117e53fc336cf7b24ad7c6872e34b8a4ae3a8467e2b715d0114f01f368,python,40,21,19,200
NB_cca87303c2e4cd3658419dc51047fee45fbaafbef07080b485bcf75acd5b04b5,python,13,13,0,0
NB_a23538b6d563f89cac33732d768d0a539cdba87af636dede1cb1ef3053b9dbe6,python,22,22,0,0
NB_0915414ad47f10913699a9c3a1248d683b739516e7c4e6100a67a8e37514d5c1,python,87,53,34,44
NB_1ccc3f68155f51a7d1a30f8d73baa6d14913d0d0ae368a1bc66df88f98cfd660,python,89,64,25,77
NB_88b46e8df21aea7463fbdce317f23c5f1d2bb20c81c73180d87e6752f11069b6,python,44,23,21,150
NB_0f48e54421925b65e216c3e21d4bf24ae03aab7500b7964a16ed64a12412734c,python,84,58,26,233
NB_03529e73b69987275f5afc5184b71fac58361f33f1d4a952bf4006040f5dfc0e,python,15,9,6,49
NB_50890ac7835af80b978aca6b400976e61510dfdaadaf3ee7f1f747edf8f711fa,python,11,4,7,61
NB_af4d6194eed4f6d0f1aaec94d5ece042285746875974db3973937e99c9812f24,python,5,4,1,7
NB_46b50db3c97f5f39c9d744b9a129a441b51834c00c4bbc7ecad5dfe4a7e649a2,python,6,3,3,7
NB_ecae1e50ac79e6b3063512d37bbd0b0fa20acee7c4831b75e3bb3d46172d6466,python,192,190,2,2
NB_a2c1fe2f2efc0e232df7ab5f2589080d5868859eed85fb65075e2abf113e3041,python,8,7,1,1
NB_534856d7bd2db557675dc13fe8096feee89415ce4ba4b5c1ebfb77a1044fa92e,python,43,39,4,4
NB_bc3257f44f708eb0145eff0bf9513ddcbc2ea10ea8874bb3df9dc8d0ece47e6a,python,12,12,0,0
NB_b65c4d5b6fab0b8b06e3d29d6da69120fb8284a0e0b23a5d10f140f7de74e27e,python,76,62,14,14
NB_d042cbd49255523785297012cd77b09a70159ff573fa00ae6f3f7b827938b579,python,34,13,21,42
NB_06571b09f2d2efcf8c2fdda560f97a1b1a29f4afc0639a73aad2c45a2ead3fb5,python,48,33,15,22
NB_3a98ab20643f8ccf6a91cfc22b39d84d403d0e9baa7cfbf425c983652fcae555,python,3,3,0,0
NB_aad4ecb18913d700be6bc4a280984af1a8d27ffe353456af90e469f9ad2ba594,python,2,1,1,19
NB_f60478eca2e510274fe2f7aa740418190843ff0f332cc5343359b86fb2d45cb1,python,11,11,0,0
NB_456af223fa41e3943946b40ec49fa0721df3522f5fe4714e632d48845688c2d4,python,26,12,14,53
NB_d5b113bd34da49c9e926a901761a5a277b23dd7df0aafe642ec64fe975298483,python,22,12,10,61
NB_9ce09fe990ed9a998cb10b2df4e8991b03c33aed3bef8a137d27ad5c15994a69,python,12,3,9,77
NB_1bbfc7a9130ce7d4819bccf273742f0052d15361bdf2271d5567c6b9a27561c3,others,28,25,3,3
NB_77431724be96e3de7e5c50aea48de158c0251f515dd860e9e3328d067d375122,python,7,7,0,0
NB_95151e1e53f2321eff52f1960a7dba24340c4297d0eff6a6a4085ed81c0e4798,python,14,5,9,83
NB_5ffa9ba84bd5fe988c743f50e9f8e3216aef089f705bc9da6f87ff818c4ec0fc,python,11,11,0,0
NB_c6bbfdf1e3867649f1b2141de672bd7efd3f3c101fe95204c10fb01dd5a0f6f1,python,18,12,6,6
NB_5f527a914e42e2fcf2eee65c3318ee893378b3d9616075413ad50de805fe8f14,python,46,35,11,11
NB_49a0049dd159d649726c9a6ebf1eccdd93fe2110aedcf4ed895fef1e555956e9,R,56,35,21,38
NB_74aeb022c95e8c94c79ac24b82c166e8f9b40f8aaf84a9a41b4feabf2c1aa712,python,12,5,7,19
NB_2f68d16e30dc90e301f7511371216bf11f91119a3324f5513de7aa02b265ce7c,python,26,15,11,13
NB_c289e2a17f0595528b5460488b38c5721df2bc518bbe3399a08ba19e0c1fa134,python,2,1,1,299
NB_66111e7891ab7f49638ea033a2a08b416895fc463ea97b760500bc46f3766315,python,20,8,12,80
NB_919b4a9e291db100384e58456d1a185777fe902778382bd323ff2e70a8f8d547,python,42,12,30,37
NB_76e9cbe58cc2c3f8884275b58b09f2ab4d5e1ee291722cfd0273a409a6932dd0,python,12,7,5,56
NB_ebdb46a9dced30f12f5c94cd559c2d4a348d066ef2ad53755fab8268da4c441e,python,2,2,0,0
NB_5691b5f8fefdc9228103c2e79b9d373f2bf0f9af25caf3729c0f74755e287071,python,35,24,11,13
NB_dca92895532543cc26189d2f4e3828da72da1725a8f17acf936c1050e41f8659,python,71,31,40,450
NB_00e1c822568f2e91bae345c69c01700ba68ac7592e4c34bf3546aeec21be9c53,python,7,3,4,6
NB_279204c123a47887e514622cd7c70cf21b5f981f31aa2fb5e315df61ab0996aa,python,32,15,17,199
NB_441db50a69f1fdc9a3c91ba2c4abcaccce05ab640bd6f14f648ed2ded7d159a1,python,8,3,5,5
NB_73c45e4fd0ba792b41da74687874088b8a8034a7dfb33352a4c305b73d19818b,python,24,24,0,0
NB_046dcb6953444cb7730513a55d9f448825e31851a8f41708f7dd61fb3174603b,python,118,69,49,145
NB_4f1bd34247b4ac2ea9077814033a133dd46694ce99f01997782291a5a45a15ed,python,10,5,5,5
NB_729ffb7f3a6acc74c5b055c831b97004a6e803a283caeb4f44d5f2230cf4397a,python,6,6,0,0
NB_323318d9883698b661b730f8488322aaec77673a8a1c599f94eab67b1ee43e59,python,56,23,33,208
NB_8279de4effee858980ad792d3ab8d5d0bb0013af84b70fadbada896ab94f8e56,python,338,252,86,205
NB_94e95d0b5f6d5ab1117dd26aa9aa216a4c08c8ef46512fa365076c2263b35041,python,67,54,13,13
NB_134e43159516fe666932690b9284054761145cf7cda7fe92658ed5b701200bf5,python,16,16,0,0
NB_270f191c27aeaa70011ecb9112f9a5f461ba8296e8778fa178d9d1ff9065ed63,R,15,8,7,17
NB_575137a1ece13b178788e991770e92b013c7801c236149a244d7d55e9ccb7ea2,python,9,8,1,1
NB_3ce6e438527c7cf63394cccd9a21be801922433ee54f766678b992669e24b7c8,python,28,12,16,259
NB_eb73ac0ce068005c71e8ff6b7717077c954bbbf34ebf31d4d4dd5f9f007bc900,python,32,32,0,0
NB_1d2b2d75c9722fa8122cddf23c6ba27e75e70f15ee789021f42613364fe9a20a,python,33,33,0,0
NB_0b7679347d915da4e2fe7951e433f1e6a23d9da1c4870b6dfe074c5bde0b2768,python,34,34,0,0
NB_cfc2f14a89adeaf5b9c2bb4654980b8134bbf5b225d6371817d8e53bf2c8e3a9,python,75,31,44,263
NB_9b42cf7c09c82b0fa2c60eb0d81a975ad6a195b778e5f416960c69ecfa98ef43,python,40,26,14,75
NB_eceafbcf8c5c3c1161a9110199fc678e34089496ef5cca9105a79695093a5a53,python,17,10,7,48
NB_abbfb49889b13569e5b432120b0ececa0836dc5cb04482e7ae2f29249177b396,python,23,19,4,26
NB_02151f6fa03158c4de7d88e061aeeece882589cbe145b9f5033350e6bf3ece87,python,5,5,0,0
NB_4ad5df672a9b64cf5d34933ce8f65b627795bc8bd0ea15fefbd83a32b51b76f6,python,41,12,29,259
NB_d800a200f6ae99bd7193794d7e2a1522b0bfeaee696355a0b35e24f5154e4e69,python,8,8,0,0
NB_cbdb14cec179026c8861df5cf968aeab63e05cbbd5d18e26b0f8143119721c46,python,74,74,0,0
NB_4c6791e01b8ad060dbd0a6a4b945edb1eac548a4f4ad3dc9f0b8a3b42d6a526d,python,25,25,0,0
NB_650693c001494223e367d68210c664fdbdeaef4d67bf51dbb44b21eef0e8983a,python,18,16,2,2
NB_b166bc777ab360680674c392ecb50a3cd8ac784c24a6667c0a2890315e7a3321,others,86,75,11,59
NB_1dcb8a50d69a6b81bcee000a120696cae98e4fb6ba453610950c23c9f01c568b,python,27,5,22,145
NB_63cefb072990dc065df8e112936b4370af5be708d03278b8623b0cfa30a0152e,python,27,23,4,6
NB_8fe280a0fef73b253ba225aed2e863c094d75e03d52cfcb9f7827780750247cc,python,22,11,11,33
NB_02d59d48e5d9e42c801e46747b03903b43ed9d19d5ca780fed76e941e98e0ea9,python,11,10,1,21
NB_608b8fb32b61d13f1a206025eabf1d935727f7b4a5a29b8b08db64d083ba3c00,R,68,29,39,98
NB_1b948d957c8e703ff0afeabf9e2e72f331727a768b36a1035b60325a9162e901,python,98,92,6,6
NB_8313486e39e48ac123db2302075c152ce7dd7950e6937e23f0d1551572d9dff9,python,14,14,0,0
NB_ca758709b14a9d2dcae81547ecedef3f9c79281d44b3b10ae16d6cccee6be750,python,20,16,4,4
NB_fc3b00a12b6eee01475c7ae7a92cf141ed869846383352ded0db40a462692d4a,python,39,25,14,14
NB_a2fc7ab8949cd1946393448ed5ecfa3a6c61e80e967dd2a673ff011f752b1423,python,17,8,9,49
NB_32b3f49a4edbcf609ea90d4bcf23194dc3c8faf7d07bf5c0d919d39991a5507a,others,8,7,1,1
NB_0eb99c1666a39a0c4ecaa8521e9b58d95d4141dd49bfecffa19ff7b70acd45e1,python,8,8,0,0
NB_1af53fcbd3a5e41eda5a6a527ed20b962916fd8ebfb130e08421fce6bd959653,python,47,31,16,54
NB_fa6cc2d862f2e3d7872c753d305e80194fedec2b03028a0a06932c78cb3e907e,python,41,41,0,0
NB_152fc25d90dc9d29a75edf0996b35beac8c1b3e2679a30df9a0fbad7210e4ea7,python,4,4,0,0
NB_28cdb12be4947dbf0a193c99b94d9ee72f48aba9e8d5b3ee4f1c6d87e1fc78bc,python,20,14,6,14
NB_adc0b6ef59679fe483aacf66bd1e41c7a16333427e73abb49c126c59cec98afc,python,19,13,6,17
NB_ab2cd2e7ab7d92d9662de1d5068af7f011d13022c02329e3b3c91568eeafb743,python,12,12,0,0
NB_a162f18bbdcc716166dde08d6cc8c48759348f581cbfead727f3081c5b97ed0f,python,32,32,0,0
NB_e434fc41d1c13330d72128f6e151f91b688bb57cac7b1d0f7b415fc91c501c1f,python,106,85,21,21
NB_4b3726fdfeec04e26aafdb19aa060b0310d5cf27f8f10c355b93ebb0d3dc9389,python,4,4,0,0
NB_771f1ef10abb05401d338178b146d5cce6fa66c97b4643e5105b4a9ee4e1375c,python,36,22,14,21
NB_efb8015a09506b1a10f20c6cbcdd6e0114e212c042fe5b60c19f25342422faab,python,24,23,1,1
NB_a080c6120b344aa173ded6035301db451964419105552817641e0cb169d27af4,python,13,12,1,1
NB_3a13618599a674c1da0c76a9df5dc602e00821f73decfe21773bc3cafe274d9c,python,1,1,0,0
NB_52a0bb4d27f366a48e5e9e7b7c5fe68cafeba6ce01f1fdd98f7c38bb1a59182b,others,78,45,33,37
NB_c9ee52070048d99ab1145fc8e1e79a6947b84f74315a7fe26467f62b2fa8c8b6,python,44,17,27,954
NB_562f7260d34708a121af9720bd36f415c1647fafa402537bcae7109b2aeb7e25,python,8,7,1,5
NB_47e810896eb1d32feb737b7bb81e3748c62981a227e35eee6a99c22e59e14b64,python,63,43,20,34
NB_daa939c3f87bddcfd6c83053bfeeb76f4d70f0f31a48a4ab16603c0ee460e5f2,python,19,8,11,81
NB_15333667829e7eb6731bc10585d05662601b5a9f4a95fe0370e93b56d55677bf,python,45,35,10,10
NB_21b102510ac63819e0e17a92821d881f6a6158219037a3ccb4fd7f109bf0fbd2,python,1264,804,460,628
NB_02eb247851dde26a851b57e05e559af24ad4c950783eac135478fb97282d13f4,python,10,10,0,0
NB_7cb9c9f60e99eb0953973f051c9bdd0f1a20061322982092a38190f7fadf37cb,python,100,81,19,57
NB_928efc8cb6efdf1d1e520ce411f1b4b22a78f3d6c7640f6bc1dc1e007b0260b7,python,28,17,11,11
NB_6fc139b11455fcc976bf3ab476d5c054d0e2dd6b3ee7f22f96a59cf770dba4e5,python,17,17,0,0
NB_55f4e55fd61114a30015d3ef0af4b99480431b776067a3dcde0bc8790a5b08e0,others,32,27,5,5
NB_27474654603d4b367f570eb2a2302267ff1e6a44b655ab58e79affda963a79a4,python,86,64,22,23
NB_aac1e11b1d4e9dc467a31d54cf8c27eec40644a063f9e58f83bfa38b38ca5a0d,python,41,41,0,0
NB_de56d5bc50d3eb6738b2ff025f278dad6fa86e43a188c1e3b0dc79890bec1543,python,16,11,5,5
NB_f975c1090b80a61530d7602052363fa785f26c58741ccb340b90e01865cf51ec,python,23,10,13,32
NB_fc01c2a0247cf8151063b2c771a0fc357a44f8c3d300c4b9efac35418c765c83,python,5,4,1,5
NB_25de3b06f2440d37801ad6e1eff3af8183339a2e88d0c400e9b8b3ad83325937,python,29,28,1,1
NB_a50c961a780520823d132f63f804645d4fd309c36b6d1edec65e995210e05374,python,46,42,4,6
NB_b3b8b7e3d10aa1d385fd7efeb1743c73d3b5b349f2275c094e9d0823a549b792,python,53,21,32,542
NB_03acef180a569664e798eb7e63fc71ee87675a2318b523281b5be92a32d80130,python,37,19,18,148
NB_2d8f8fa0ad5fc2b518534ce45e853c1a1a0f4d9b15ed44f1fbd2a3cedc3c8550,python,55,25,30,44
NB_7e48d3301e4966fe3484261fce8ed429a666ae9e9b897bdec86a93061077355e,python,31,15,16,301
NB_324bdbe8801bd995e725e6e4ede2d599ff1bbf42bfc52e0268252e341bc2a621,python,26,23,3,3
NB_db6a2a8c9d065bb5b2ac04e111a5823643215db30dd52fa6e341b50c29a80022,python,4,4,0,0
NB_d59813c9a5402a2d384027632b6a05360186465845d8c3b2ed4123b77b587e88,python,31,14,17,31
NB_ef208acc6286738919a9f1a03e1442c30f0278efc584c8dc6f207b2a78832dae,julia,5,5,0,0
NB_9549305cbfb8731cc36f2c821ee6cd44b32be923c121dbbb061c33c13696f4f6,python,22,11,11,19
NB_b2219bf8a5128ce0609c69ac685b794857e18571166470e2619eb4d33fdc623b,python,18,9,9,176
NB_5d4bcad2e8e8e2394b8e7ab0d1d8e101909fe371550bbb57af73f6d7486b9b7c,python,15,8,7,27
NB_9385a226a6a75b3d2b02a3d1667b690d1fb2370fe887f683e14ab40c3032d4e3,python,17,14,3,3
NB_767d0e04881c22809cc5c80a9e33b283fc37f8d5b303f3e5f7c08ce416f8d1c6,python,234,82,152,218
NB_0b324c96f5715289af5eaf11ebc4eff10db32d2fed792cc29da13d4a67d4d7fb,python,11,7,4,25
NB_9a2e2ad9994b654fff339698e92442aa6d610f2c7cbb2f2b89c32d3432041aaf,others,51,40,11,22
NB_9ea033cc414973f947dae719b43fc0bc4e92a7f3cafaabae0c0eed31b4a0a6de,python,28,9,19,53
NB_62bd16f66e61b3a2a23075cf94f2939b677d9cca88b5f213d3fc3973911f9220,python,1,1,0,0
NB_b2b2691e094f5e5a8da1fe8f1349aad0dc53f341b92bf7187b9db0d18a91acd0,python,40,37,3,3
NB_4c29e727937cdccf39fd37bea1e123c9db19cc063f87ba1c903dc1f8b364cb9a,python,20,20,0,0
NB_c981b882cc8d7f232afb350d0b6d4bad2a52590d5a80cd3823a1c5a549ac3d84,python,19,9,10,30
NB_10d3a9cc2fda7b90691c7edb5c4763fbc6f765b29db3d2c27dba113bc8fd4013,python,45,30,15,28
NB_b9f44e55b05dd23d641b264b7ef0eba0c3248d08b5bc6c95e08ef7b989bab0f7,julia,8,8,0,0
NB_484c12e17611536940e8e4c544ac188bd10e50d50b7a1a1c08fb5b1b76e27b0f,python,33,16,17,106
NB_a4025386b640c07c7080db9bf366c8b6c6b0a8c10840fca8fdb2fc71857e0410,python,16,12,4,4
NB_48b5c9b825c519080b832da55ec6c9c4f653bc8cd9c15173177613e59ad20133,python,2,2,0,0
NB_cd47cfcea857b824f3102d98c1974a3732e83e973154d445a6eb63a2a0bc8f54,python,7,3,4,8
NB_aaf932e3f9692af20f7fbb4cc6ddf82e0f1f42d9b295c7db7457e59c88698caf,python,46,17,29,263
NB_6cedcce48d22764b3e1f57bafb6b153cf42a7feb56a9503ce45dd71364b13899,python,6,6,0,0
NB_dc3eb7a782262d8b20828290000388cd9cf30da231ee4fda0614e62b514a88c7,python,29,18,11,76
NB_0343689b86a5d8b7d3fdc279c2a2a612315e55ed6b58e4ca1a4a1d123bd2dcee,python,26,13,13,71
NB_d7c19e646ced79d4ff124565248e003ef34e3624827d106fdef48938d9b3d9d5,python,25,14,11,101
NB_9e56425628ef0193595fdb6d5781cb3bad371496598aeeb825d9c5df23e7df0e,python,20,20,0,0
NB_948b5dcf11ee197c69d48a86f9b96e283bb75afb8eccfb640f528201cf94ee1a,python,86,56,30,120
NB_9d32492b218bd4d51b30949c617e3fd5b065c1af364c7c923a85b38a886ff020,python,47,26,21,29
NB_fad7b347a9893e7926d325a65ebafd1509577d972ab8beed2debf323beffe3b7,others,78,45,33,37
NB_0285e823cf201fb3e23b11c5e754ce43b413e5ce3e642cbd77ade6364012766e,python,67,40,27,209
NB_090fa36e5b37ccea3b9e058797a14cbce2cbbafe512ad7ec9fec66c873fd1e2c,python,26,22,4,16
NB_8dc5ab335ad1a96a071e674e506895677b35de3810ed4a741ff24c6f1fcb15d9,others,34,31,3,3
NB_34d02c6a57d3fecffb67a34d5e1118e5b7a3576d11369a29f58e779d0dcfc3ce,python,10,4,6,82
NB_eee5c3844968184efa665475a5ccb0152909177504dc478ce888309bcad9ad55,python,5,4,1,1
NB_993334b5a76cba3909186df0394257d430956cde0bc083094624e5db9bbaa4fc,python,30,18,12,32
NB_792af898719ed0ec8285f6c55bb634b47ecfe2310cc0c78ebae26bd0b8b2ff43,python,14,10,4,4
NB_39bf5a44dc1b2a094427f30a500ac79ccfd094df24a928691e62ff17851d6338,python,29,22,7,65
NB_38175eb78b1904355afe5f54260f8b97e4482145a5c97f4861241f3072acdd93,python,18,12,6,37
NB_f7bf0d160bd6fd3fc0e6049ad2f4038b0f26ec7b87373d6a0f0c11bb0c3e94df,python,53,29,24,63
NB_d2bcb538cfdf458a69c0c0362f7756dfb5fa8d94f53f1c1c2568aedbc94c45c2,python,18,18,0,0
NB_244a96d5d039e7a6ba7a9d1d26af6b9d937a71bfcfdb1f0a141434d3c5b503c9,python,47,21,26,54
NB_2e0e190ffd98bade07ad0866bdecbcc23b2df5ba0ad712924f953245b4681afb,python,17,11,6,18
NB_30807b37d6253888f09c1774551568a8e125089d0d9e8288344dbc16bf9683cb,python,13,13,0,0
NB_b081bf1d884ff4bf2b2dec07616c050645d0cd747eccdd0cd66572975017ee20,python,33,19,14,128
NB_13934755c53d8953db082df51fa05aa33ecd1b3b027eb58aaaca0b91124c1d0c,python,66,52,14,36
NB_82a42ace32bbdf737dc2a5d17a4c54f0a9d66f7f1e61035a9b6f3014190f3cbf,python,15,11,4,37
NB_52c455193d4bbd064c55ddbb6d027d60d7a41c80f601a05a82906ff7100e2023,python,14,8,6,14
NB_6833bbf849d349b71a53ee76b92a2082b0020bf6e4060ade41ba5d876109bc69,python,7,3,4,4
NB_42e8aa8c1f7e852bb6c57ceb93198c64d1730a0d73f33b4d2e9da87b373931d3,python,12,7,5,56
NB_64c50e45d345e55450a9aa859e477e78c74b53f62462f1c60dce95b72ee53578,python,95,78,17,17
