docid,language,num_cells,num_code_cells,num_md_cells,len_md_text
NB_e321f6b8fe8b95a44041b3048a067dc976b325145a09b7b5aa6bb316d8b94378,python,10,4,6,84
NB_2991d7a8463294627e10aed4ffd4f1e46106fc61abd252bdb766a25547d484f4,python,16,14,2,11
NB_205b639d3385f9bfe72d4fc975f4fb2e6afe819166ff0839f6096feed85e27cd,python,44,25,19,19
NB_7403e20472933aea8bbef15ad167ff40698003f6d37414d3f45f0343a243a09d,python,13,12,1,1
NB_ab0d114909c3af0d1f44a1ddb921653ac74c55975d28a0f846baaa954c122042,python,6,6,0,0
NB_5c7e6331664792c7435b1d900976066a8563fb1832eb17294e713c37626f19be,python,19,1,18,57
NB_44b445bc68ad9e9c11017a3a37690bd19d4efc56471e99fb77ceda47d99c9444,python,17,8,9,12
NB_82f230d6873a742e5e8ee71ccceadcf44844424180cad46642a8ab13b0a473f2,python,36,10,26,148
NB_a36d1a5557669245d4e9ec186d996ccc55567539c787ac0a623f7be8fe01a024,python,11,4,7,61
NB_5d5e32dc0fa0ade5823c29564fe9de8340128c7c59684fff4270569175f618fe,python,8,8,0,0
NB_ebcb38e3e878123bb9191aabb0aa8d2e1dbbb80d66b5bf38cb303fc0cf98de7b,python,34,18,16,140
NB_2a6dce40729a62160e76b1c605459731d83542bbea89fbae7436df5f10d726ed,python,38,33,5,5
NB_13df597aa9af63f8ef46f284106e42dd192dddf33f6014f75a7922ec39402312,python,38,33,5,5
NB_3d3851a6285c150a49766a2241f0bdca40ad52cd7dd3befc64253d41e5157eea,python,38,16,22,242
NB_80dee17a612b0614ce6d40a4068c105d8dc1605d47a69956d809b24f31102180,python,3,2,1,1
NB_8afe3bb40d176b75b469aae158bb7b4ab2bd7c6570ac758d4ac1e9a15bcbefa8,python,228,192,36,36
NB_d6adc44eb4bf3b680bbb20f4773c853cf2abc07853339657caac16ffe903fd52,python,45,28,17,107
NB_ffcce9b08505a5b3ef8dd88181d56de2a984be88d008743343a1c23fb61e0322,python,63,54,9,20
NB_af004c009589685b7c9a078aff3bd78f6647f14ea3a7140eb784aebbd1e40616,others,0,0,0,0
NB_a02cc14a10216c3a62dfc71d3804a73a3d73263e03a61d2ff71afa731d94ef7f,python,47,35,12,30
NB_c7ef8e2059334c752afc0d4d7536a4e0eff7f98fb05a4f666567e31c0fe5820a,python,17,8,9,15
NB_49cfc2915de23f6f374ae84460b20d1e10d0e31094ebea7990e48a6b67ddffd6,python,23,23,0,0
NB_8ef1689f7018988e46f2df81c779f82bc732c2dcb9e91721cf74c65c0eec0853,others,136,84,52,122
NB_3a0a9c5d93fff2048ae3d4e7661caa2ce99b2aa02c57c56965ea339badaa8fb4,others,64,44,20,23
NB_e9652443437412c54a1f1251dfef6c48b92e4e0a99d33752d9b7d442049b666a,python,69,17,52,1120
NB_3d2b927753aacc930365a7e6e04e3a4d1b0a62b37da6bdf900c56b6b7d65b85d,python,12,12,0,0
NB_02d571b61a14de8180b8280c4988c265802c97c3ce2b7968ab1384f0275c19a3,others,9,8,1,26
NB_00ff91c9c28a2af4fafb851fc70d8cdab537285db46f995e322b9fd977452635,python,5,5,0,0
NB_44a8cb9a640d09f02a2d9eaecdd25a68fbaab80dffdd152c8c29f81eef3646d5,python,13,13,0,0
NB_7f7fd2791f47873ef1b69ff5961cd92af24f2931e13f68543a8a2ab504e1fa13,python,78,29,49,279
NB_2b7e59d78df18f404f55602f307abc28c9b58fd98e11fd04ebe9104a6c1a185a,python,16,7,9,148
NB_383417f734ef361d504282e4adc6684a28a55234811ffd4e669e4becac541966,others,14,12,2,8
NB_76cc101056f40fe62d2301648571fe7cc66b117adeaff325c20d5351789a735d,python,11,6,5,13
NB_1aaf9ba621649d6d4e9875b82176084be17852f96dda56b465cef5e0afeda6cb,python,44,22,22,49
NB_a9b0640b738d9adec548fb02d099b9c00af7d91804460120a760f84138f16c77,python,58,31,27,52
NB_fedbe49269b550ceda4588b05bf14b17e83884be94b3c641f733764d97ef7374,python,16,16,0,0
NB_fad93b7a29bfb2835825bc83e7009dd01d4f2c5d221e4b790f0d6788fe8cf49c,python,3,3,0,0
NB_45c20f1dc233503bdd6883ef65307aecbb70d2718bfb56d09df2d5ad187aae3e,others,22,20,2,5
NB_233ace0e3566687d94d3d073f0ed057c8cfee975c8ce9b603c487cdaf77de21c,python,17,12,5,13
NB_bdccff57e97aef1497d2888bd46ddf4d40c3413753cb7bdd6a1b5ae3111ac354,python,16,10,6,18
NB_1071e03bf7576778cfdcb1db61dc935e6450b9e6476d314f248e9175cca15cc8,python,16,11,5,5
NB_50cdc69f430d3e82cc6b3bc85f14bd22415dbd38378d9e6e0cba6238c72a2138,python,37,24,13,19
NB_50b3f276b17df6c421d1b6601c977a9548b6dbf933043e1c2b18513c9e73d1b9,others,69,37,32,36
NB_f656d41875bc2d0c83ef64a5a4ce62398b873c2376286da3ba39a802419b028a,python,1,1,0,0
NB_634710de941cdcd37b0e73ddf0d9667f1e21f57edb8f9506b88459ba29eeac92,python,18,18,0,0
NB_c158623f5ed63445fe7a21fe02dd65c3277c95d64bcbb4390826b8ad29f79691,python,54,50,4,47
NB_86241a08c0c57a04e17c4933acd13e3c2eb38aa147042e2a55f813741b7575ed,python,21,20,1,1
NB_28e46e5b4a3068a8ee17004ff8683753da81f3ce38813dca0eead1758eb7b7ee,python,2,1,1,175
NB_2ee025e495086d83b244ab99d91ea725e364c718711a3f58dd876b2003fba21b,python,11,11,0,0
NB_4d631b7cfc6cdfe5a3943cdc7dc9a19da3ebd33368359424967dbc7a447f5e9e,others,78,45,33,37
NB_3ee44de1affddd318af06b46e993f1680afb0c15015c3928901fc637443175d9,python,23,23,0,0
NB_cc8df984143b8893415806ff0c3036af669d320761806ae191239f78cd6eab8b,python,1,1,0,0
NB_1aa0b4dbd3ac503cf656ee73adcb56d8c3e16748677a2b4a937f61c1095d10f2,python,2,2,0,0
NB_5e84c7692d26199f09eb64d89ab75831aca35db64e54bda6091479e569032282,python,39,37,2,2
NB_992ce2faef127b179931033882efd3b4822e71cdd4c2497fba949cd0ce9c1d8f,python,15,15,0,0
NB_62016cc081ce906d6d9dd7d66cc9f963be0c781e8a60c77767053c18a7237c79,python,7,4,3,23
NB_796f86c4edc3620b28039da01a45401613f00ac85547a5d43d68f8550c5f26e5,python,27,23,4,4
NB_b3ad06ae98fa4c1142db65e33162150778fd3e3e4ce0409155138dcea410deb6,python,131,102,29,29
NB_21988860d683c8b271ee8063b12b6ad17e705d57c059bf129a11758e95304ed0,python,8,5,3,19
NB_37206968d6a0fb9d6d8358c6cf4b80919f1056e6adf1e0c7cc7c44606fd83df7,python,32,23,9,9
NB_1ef4a40e8dc1d3b88ece1f16882793fe60d0105fc11ba9059b78d668ab1270e1,python,2,2,0,0
NB_0924b2ec1e3b9bc37cb65e10074b8b7a8dca2167b158bd292624cb5054a10335,python,149,72,77,149
NB_6420e71aba9df2e6bd69b93a771000dc67e3ffbab1bebf718d678a16a274ed9b,python,37,19,18,191
NB_e98929f00ad88d10386fb0243d208368ce6936100043ec98c9f6e6716802402c,python,204,154,50,69
NB_d1748d752fad34ea8959c0f8d2e6e61e7d76a6df34a863a2a42772a0efa2266c,python,50,36,14,219
NB_846b1972c0d4a2fe91859cad026d02e59ce6daebf5f5ef5530d10e9bd956a0d7,python,72,46,26,64
NB_bb49a20243541d4ee9711f38a2ea72bdbfa5b2f9bc2abaeb073963c79917203b,python,34,23,11,14
NB_f70ccd091b3a68574b06531d811c6c54750697400e9b164431e1bf596e0d0ec9,others,22,14,8,12
NB_853de8ef178fd876538854e7ec791af80c279a69577907f01403d8a07f62e7f2,python,4,4,0,0
NB_f96d81464e6ab9d52ae18eb8296008cf0e51aedf44b776c86e6771218252532b,python,65,53,12,12
NB_2cfbf077e3670bc44eb0fee1486e7209f52b1f9edb6ad50631c9070b748d6abc,python,13,6,7,74
NB_a93797d078320b120aeefed5571e1dee7ba25151cb9a7c7eb1f4d8d260bb7f92,python,54,22,32,62
NB_7fae899565abc82ff842c27ece9105d4d884190ecff84f5f05513dcfd8ee3b2c,others,0,0,0,0
NB_129ccab6ca4a22e7104743c4811d9a6dca70fd7660b7debc225ca5c050ffa109,python,72,32,40,111
NB_b03fba20cb069cacbc7ba9bbbf2b269b662c13f6e3f8727dbe7d1c7a1374e653,python,167,165,2,2
NB_cde87352e1fb28cfda8c7f5598f53686dd8c72793a60061f8a84e40a30b2e307,python,9,9,0,0
NB_06773f5c4692ff7bfd876e0b963cb202903719335c774d626ad395f54feef00e,python,11,0,11,37
NB_b15278bd6e42135e811937fc2a915737853a0e5841bc5f5ff00c7b4f15b7cab3,python,28,14,14,249
NB_943ec2756223a58f589ea2eeb8f36c2b84466fd8326cb01d0d48af4a6c63822f,python,17,11,6,32
NB_7b2c135b8c220e7b7fc250543dda3f864d3044353b0bde25f4554f6e8274f32c,python,2,2,0,0
NB_30472f2b157125b5d3aa08271bd4650a385fce54525dc128b4ec83149395ef6b,python,10,10,0,0
NB_61d2b71197d4399181fd5df95fe568db5b88b046fc8b759c046978aae9522100,others,94,55,39,44
NB_985198e119fd62a4c19b18c3cd33bc5b03678b2a636b7c06f6094dbfd8e0136d,python,42,34,8,10
NB_4be9f5df5bd0f63c3b8b636e788055a1164a2e4f9b2d58da17a6be9712e1a356,python,24,15,9,43
NB_5a8e8401b98fc0776d0d24ba1bdee585c1589c1c0c6f712af0dafd8b925accdd,python,9,9,0,0
NB_79da169f6ed10727194223af9cf02e158a4058c39cd8626efdeaab70d6834ec2,python,7,3,4,6
NB_8e140acb5f2f3a6fdb1ffc23f846b3cd05729bb8d0afa9dc02528aa278801f40,others,0,0,0,0
NB_14faa2e94ab8a81b5fa2161dcbcb026a9c1180696727e9731596a2587d1e200a,python,13,10,3,15
NB_7560bc963f57d6df336e1e9df37505293c8d027bc85914aee8b1d9c9e2a0c8e0,python,6,1,5,163
NB_3814f351676eb8deafa448b7a659d23468f8a78ac6d04b6951979800af541986,python,22,11,11,19
NB_967c62731e32c3d1a557561bd647ab5fdc141691bb3ce4382c8bef7cccefeb9b,python,70,40,30,274
NB_9c688b903a6e94bcd0e73d75121527c3065521159a95b61a070518e1e3c6d2d6,others,65,55,10,10
NB_c04566cecba022a0fd519ba66d88d94e0751d33b6e44d4a56fc823cc8346a55d,python,47,33,14,42
NB_587498cb1303221387b30e37e5a78b129fcf2565f957138b21a72926c7b5bed6,others,10,9,1,1
NB_ea2f964c90a6b90ba8bd0546a7bacf8274d6834280618b64ed74f1be9f589411,python,14,14,0,0
NB_a93a74ad0aac04eb7d8fe4c4ddf3e8b38b6ac2ecd7b12ce08c04e5f18f3bb7a6,others,0,0,0,0
NB_db8f6df9739a327895f501c5ba50fa4a6d4ef71d5efe97825a694a3306634302,python,70,59,11,11
NB_ab1e54ca7f7ec51df6c18eaa3c409fce5166a6b00e5969ddd1d45b5dfa0d3ca1,python,11,11,0,0
NB_12a3c857d2ae2b8aa9b4d83aeb0bc47887a0850f2eff6aa23cb9259497523e81,python,1,0,1,81
NB_436d50eb2271b84d75cada0991bf5d053088e2599746af4043bcafa2fea2c797,python,21,18,3,3
NB_27f5f1f39da6c57a67b4edc847dcfdadd26de0cf98dd87940f2bdafa07d7cac9,python,19,10,9,29
NB_8dbb81606f5da877d3435a210d1eb4a346fe17a43248dcd4f4e6c7f8b0e9e259,python,12,4,8,134
NB_8fe7e674a7ec36d0de8419c3d2f948a711981f8a7c602be6284ee0e36a01b894,python,28,15,13,25
NB_84b48d8c483b8c29461cf793adc264c3553c00b211ac32c3da2b8572fd8bdd04,python,18,12,6,6
NB_5de9376c9bd5cca120562c67362d7fc3dc2a37509ffa44515a7891394d91b155,python,34,32,2,2
NB_e8e3fe887c9e312004e9334449fa99129655cb02156042973ae106ef70c4c55c,python,33,33,0,0
NB_3925813cdb8a0cf82a12f11284f9b096b6affa4210abd367adee2a77f5bcda83,python,35,30,5,5
NB_46ec08fe1823bd6c73f7903ca95a82c31605bafab93209540e33ef0ba503c825,python,36,14,22,61
NB_2ec136a5031dab4870ab0b4d485d90b4dfdf50bbdb6da819d03be247279fdc7c,python,34,26,8,8
NB_c063e428d4a10078148ef47737568883892d64c6e0f63b42de1c31b4d28c9193,python,24,20,4,4
NB_7d21edccd4dd2ab2c18a084ba773dc3d5eb8fa211163b059968714ce8397a5de,python,14,11,3,10
NB_077a0fd9e8ae1b073b5f58ad69b970175895b05385ad12d8d2b9ef14f23db2a8,python,89,61,28,71
NB_b27dfba4a13a5ff05de15ae7c2a996d69d1e007b34c3a37c5a4aacaa2771bf16,python,15,9,6,42
NB_0491b907f71a0f6cb74c6fe6a988c9ebd1fd5ceea557fa18da6dbd88943424ee,python,13,10,3,3
NB_604f3dc80082db8292cafdb2e00d984162d3b86d79786399fc05e8f3c24b2dd7,python,2,2,0,0
NB_0cdc7ad90095ea88d7d80fe734517d883e7cea8df841156f9dbae8edea23f704,python,21,16,5,5
NB_8b07d4d4624ca5246c2974fcf842140104369bd1cb9f9578b31c424865cadf0f,python,8,8,0,0
NB_48a22366300871d994198b7ca971df384357622535d33d575e61b49eb2d9136d,python,38,26,12,38
NB_7e0aee0045802063b327f61ebefd4c4a059e03afd2bf523c05b3f5330b75a6bb,python,35,15,20,213
NB_0bec181063332618f01df0eb71ef4dc7ba8603f473b3191ee55c8df400a1c534,others,86,76,10,13
NB_ac6fa51b4806ffbccc207acc1d56eb55f97518c9c61357c3359ea233daa02078,python,48,39,9,9
NB_3587712b66405938fe2aa61696d9661bf514c95c9fdf04596f293b509f08e279,python,12,12,0,0
NB_43eb9912b56506661ad1f11df87bc143c69c9dbfbbb547bf00e194b8842d3a8b,python,158,122,36,56
NB_771d2da070d704569fc36eb175b5ce0f8ac1675331aafbb9fc0e42ad70cc4209,python,6,3,3,22
NB_acff2649e9ec6124d0ebe4001c594139e5d823a807d6b921a4ffd2c9767a8d6e,python,46,30,16,101
NB_0b071a8b8de9f5c867aa2dfdba5e4a5a7754ada1198f1f008b18fef719f13fea,python,35,27,8,11
NB_f6be7ad3bae79bcfb7bb0996a3472a4bd3e9118cf66057155918d76576cd1d7f,python,18,7,11,39
NB_bef342b154b962da5fc691ab468bb795b424eaa8f27ebb004fa563b502a58c79,python,34,30,4,4
NB_f1ad49ccbecb83ba7dfd3d5eda8c0331298c5c417e43d84ad89fa8302eb3d086,python,14,14,0,0
NB_4767ab41f2d9eb7f0e75e1a11bad89345a0e5d0267891eb3fe1e2bec9e0084c1,python,30,16,14,14
NB_1d6e350a9f65763d95396521ddb7d09acbd927e5979b87cfd85f869e5bb8f650,python,15,7,8,8
NB_595b2aa440d00c9769832b93f8792d12d5ba01f9db26b8af02d44be921a7cd30,python,21,10,11,134
NB_4fe16baf64c03665e4b1537af4098221d08cde017222720d4e5fc2f69f78ca86,python,32,26,6,6
NB_c5d8ddcd8c1fc2752e3c55f36c6ffd3275d5c17d848ab8ea861ac6c7758f51f8,others,25,24,1,1
NB_bec0b850b91f541ff52dd3b36f4ae04086f495066a0c2bebd59dd2bb01fbb37e,python,133,61,72,117
NB_469a0cc26dc2d9c58158c211eeb00c5184b9c0ee5ecc9040cbb208e4ec517b76,python,5,5,0,0
NB_13f6b11d0549dafb7ee06707576b08b41f9558a5fa9316df9518ef4811f8621e,python,20,20,0,0
NB_ccf3d244baba02f37a74698f18c444be6cd57494937858c242002e4768b2a895,python,53,17,36,474
NB_325daa7fd6cfd1461099e85aa76c01a4a1b955ed4d1fcfb0f1f7b08e1e6189ef,python,16,15,1,1
NB_fd70edee0414e5f2020f8ec50a5d493870e884a85a45764ade83e7fa2beb8898,python,31,28,3,3
NB_af7a8df54c70f2ecb602e27edbda5335b15a5b8587b756dc8918222f050a66d7,python,45,44,1,1
NB_5de94282ba160f24b82146f127d3f7cd1950aa601aa59991b99cae98cd0c8455,python,77,44,33,128
NB_309435bd92ce5c7024791f6aa8e20cc3acfd61aa413afe96f30e7b9976dfc749,python,5,5,0,0
NB_d8171a8bd78011d63f589c1e3243922e58c793406eeab0f165f84e9692af9461,python,6,6,0,0
NB_37c451d5af029ed584f2ef36f444207c27e480d7e0b3bd94e241a89425ae9372,python,21,15,6,15
NB_3261f6c852de4d0704e6ed9459a72faf2a5b41395b7c26bcc58e1883c6c45baa,python,32,26,6,8
NB_c59b2e190420388b84ccef73de16aef5bef15f091eeb8af3a14b082c73d27713,python,39,17,22,70
NB_e4e430bcf5b8ed37561ea4c48588f0299b3fe7fda8bc4dde86e699ea16b478ea,python,35,35,0,0
NB_9f7402a1157fe4c74c353af7e05f11e5e4b917a97a57297b647bf6c22a83b927,python,4,2,2,2
NB_e1849764d3d8c858d9f61cc6efad4926ff4c9737f0f19f76d228f660dc44161e,python,13,6,7,12
NB_5ef1a0eef141a3b8981b67a5097a685464053e9ce608c9062d86fa2ae9010c04,python,19,11,8,15
NB_e8ea9ea065580e962cd28720300bc82f7d7f34d7bc01ddde004147bf540d1a6b,python,8,6,2,15
NB_f12e1f6d3f1e3ea68a1e6c5794373a9559cf16f6f0c7296cab71d34f98a16c6f,python,34,27,7,43
NB_4c8e49bd7428cff46f27a9239be1cf76dcb29056fa42fb66e0f4ee36389fdfe4,python,20,10,10,81
NB_e12fa9d4f8f4c97afe02b79511c14c8b041497ffe9ed2e1f0f2e312b512883d8,python,14,14,0,0
NB_1c4bc708e35281017e0667a43e4283824c8f2a991daf3ad348632555d9557964,python,33,16,17,106
NB_8a62e5689fbe74bc9d829e80431ace419f60c1307fc490a5008d144b12d816e9,python,2,2,0,0
NB_1759d3330b2b1309d3bcd89262581fb73cc76ec3830730ed338073dd0553528c,others,7,7,0,0
NB_0e7410683574cfb4b604e93ff61acc3ae1a75b6e6d237449917c6f63fcccfad5,python,39,30,9,17
NB_8b40fe1412f0de7ee1ab813741e9f46c6d0641f2bf1c2c964e650c88e511976f,python,3,3,0,0
NB_2e5eaeac0a1f94e035dcece0e0e54f872f1eb4b521ad067842fc5631129c76cc,python,88,31,57,385
NB_fddbfb0b680a4b152a79364942eec16863fa7f424177b64a4c3f48f380d843ff,others,21,21,0,0
NB_df08ad9bc014362aadd2df0019d62918dd2765e86e62d7718bf94f55da3c9e48,python,45,22,23,36
NB_11aed3623b475aa2a56a629cfd8e514bb7cf44a2f5081365d86e27a41e7a73be,others,97,43,54,239
NB_84555400233cfb474d139d6282e012cb97b1ebf252fa7eae911c9c7a7c4bded7,python,11,7,4,22
NB_02d7071cccc4ad90145979fcf7e6d10e3a451d1b94318b2b9d27449835f39b80,python,18,18,0,0
NB_08327c53d041b84c4ecb8cec971f2d585d88d0d5538c438c4025e65a7e816830,python,11,11,0,0
NB_a10902cbf2c2fba3d87e05149eb6af3a7737aa369b830be695d56ab0e284d8b5,python,1,1,0,0
NB_958973e3f6b5ef7c5ddad141b4d08fafb1d8b194e1d41253638ba57085f9598c,python,18,11,7,99
NB_bb20296f58c1e5409de57d4fbd4edee129976c753880e96d590aac60a73cc915,python,18,12,6,17
NB_eb0c79a3ee5ff87a0717df0060777fb624649086229882c325334cad82a3cef2,python,8,8,0,0
NB_64a1484f279308235289a007376d679d261eff3945677edbec44da3d9654b9e9,python,23,10,13,13
NB_d5c51e200ab096430ad2a2a709ffe5ee876fbe8780a10c0f145164fd13e88179,others,45,41,4,4
NB_f6952596e635f65067d0f9a9a0ed771bc4a817da433b368a9bfa919132b9176d,python,15,7,8,13
NB_6c5960c9db4f0ce104c8ca64e26d9ea9c625bd0577d3fc7e33de124ad64e2f7b,python,19,15,4,4
NB_9907c0ffef522a3ddcefbd7ee1cabd3e5b4a90e9781e83c7e3256fb342fad09f,others,78,45,33,37
NB_7979bd4e20bea1d4b32e4af58e4f18f06ed76cfe53c6728952fb0713a9a5860c,python,15,14,1,8
NB_0adc283710081689a69193dc9f0fec25bcfbdfd4d46763a4048c338ca110e273,python,1,1,0,0
NB_60373e78d2c6407bfe9dd03797dc937baea6cd26b3669e30bd1006f278ddcf35,python,19,9,10,52
NB_bb88198667b4fe297fc7fc5303c9ee69f2441bd5e4b7a1167ec252c0a2ed12d7,python,15,9,6,17
NB_82a5cef073a9710f72ad7395e6dd4c80cd8dee4d076a893c498d17cbd02d39b5,python,38,26,12,12
NB_4d254eca0cccb22e5aa0313696b153fb20c242007484114dd246ab30a9d41c19,python,57,41,16,48
NB_694b3ef093f1c1ff9efce81b828c7ee548129d65defceecedcaf4dc76cf68378,python,2,2,0,0
NB_ca012ab2a025f09685d248c079ffbf5fad4b1fe5104965e8ce1bc709b5904403,python,5,5,0,0
NB_274dad9e1552dc9ab4ecb5c6450efb46ef5f30f805d2b2dffe5063f34bcfd9a0,python,43,26,17,28
NB_3952e0e7987c56d855c4c29ebd4171e4655abf186d5783980243a9ccc90d2eb0,python,5,5,0,0
NB_c48220f356b7c67f7a185176f03c749ead59a5a06793d09487140a153ad52c66,others,11,10,1,1
NB_984ba5808c24097819d3a6e600587b1824826c0c6be5e448b8490a64968c4e06,python,10,10,0,0
NB_0cfe0d4628f10317c44fd80bed9af7457ea705278f4cb0c4255bbbd1977df915,python,27,15,12,93
NB_5c7511a8573b232b7bf825033c1400d30275a0454b33e9d0e0d644d737ae1675,others,94,55,39,44
NB_a9cf9c8d7c37540671638f0d0dc86591678c9a9e161932f46f63e2ee13cb0189,python,50,30,20,90
NB_2bbd7103ee7e367af4e9322dc22ffc44e3b09abd3f135565cf38893fd3e11059,others,10,10,0,0
NB_6b9eeecab70351de3a115872d6b34e226ee0ae16a948a2430b59830f271ebbe5,python,59,33,26,37
NB_1e93cc057818e35f0dcf59ffacb6d518440b264d847c60f8a1be9f60d6a32303,python,29,15,14,24
NB_55e644075bb1483ecfac4a21a9fbef54207dfa87b69daa72d6777a2de3afb4cd,python,27,13,14,59
NB_94b54ce56e1388bc900128741f209cb6b98af359c93b6dc4114391e4927dcee1,python,2,2,0,0
NB_470cd656a8768c3fca74d9283ba41747e4a9fd3ffb2b7c885f38de4ec08fc058,python,34,34,0,0
NB_8397f85e3eb5becf961f6ff6912ce90f144592f7d0185a09196eac2180d9d2e7,others,11,11,0,0
NB_2527a1c50e2a1ce16f97454285d63f2255dceb486dea8938cc610199712586bc,python,36,36,0,0
NB_b44775fe3094eeaf059078833c07c5cebc2fd2c5cb85e11305aa4a8a188fe9b7,python,6,6,0,0
NB_fe59f08698b4218fc5f23c7efe45bfd53a855f3cd04dddc3c4a07c50b833e19a,python,1,0,1,38
NB_bf92ad32c8c0da1e0e416c6025605e5954fbb4e41b39f174e2043b89968a03a5,python,14,14,0,0
NB_b5719349da5b07eb9f8b629eb9c3ddc9c060b12c5246fafcdc637d6eaeef0cab,python,11,11,0,0
NB_cee84b4365b28b3137f4b350ce59fbb22fdd6f49ec8f9305ac77c721ef1bd545,python,54,14,40,290
NB_13568aeb444b60662239bc1e4e28e404ca49e75136baf4e984d3ec6e8a615d78,python,97,54,43,159
NB_d4b95a6a45003698a530b8cd18a196fd84c11173b7eaa351c01df7d3db5e3e69,python,10,6,4,25
NB_b3f8f6d452fb072de70c446ed15ffa99e90bbf7273744d7c2e971af96d81cd0c,python,11,9,2,2
NB_dc19848af5d3d0bf913b516cacd8cbb817512360ce40809157cf194a10dcb893,python,65,52,13,230
NB_ff4b5f13be8b17ffca95f61f6c3675fa7bfd4790c3124dffdfd0f637d188110a,python,26,21,5,5
NB_87f3e4ec291886b6ef4331c895e097c0bff60b0bacc7d07a58718eb0457f502e,R,34,16,18,62
NB_d8dfd69efba2c1b980c8d3f38ef9bff87c96afb110ab23dd99d41d48ebfc5834,python,25,13,12,39
NB_e56cc15c10d96789cb3628f0efcc33029846fbd79da4e28f7e33044a1773a7f5,others,27,27,0,0
NB_fa098bdc26d8d377b716be9c0a89179ba9609b1473f26db87b021177356a9471,others,41,33,8,19
NB_895728ab242728a7fd06959716ccee52bbb16d78f122691edce0a22792dba189,python,17,13,4,4
NB_a609bd26602043ef4b108df5dadaf890db2bcfdf8397bdc9580a5fc37e52326d,python,26,13,13,203
NB_50938f323765e86edabccd0040b6efc2c6fefaffc242c8ec7455c8ed19a0908e,python,96,70,26,240
NB_a933b7f526fea381c10e5d8ecee11927846509918cacd2c892cddf55155120f2,python,11,11,0,0
NB_d64aa2adee0fa55257317aae643ac750c622627faf4093d0c34d3601c8885281,others,75,42,33,39
NB_ca954ec61009552005f8812f0d7d90ee259d95cee03930636dbe3b63635f0bda,others,55,44,11,22
NB_c168167377fe8ba26bed42c9f62262b44134dd92f5476fbb0bd59e4483048d89,python,148,127,21,21
NB_2d208e2bd12f852eaadacb31b78ef530ac3e52dae1daf364f4d9af930d15e232,python,47,24,23,23
NB_4bb4d92a282a23350f1c8464fee2ab388db16c1a0a72c194df827e90709efd1a,python,52,46,6,6
NB_6b7586cc0578e57573fcd557bd949380df55f09a86861d07748d7ffcce97858b,python,13,6,7,11
NB_e3825856ded21b5509338deb6f795ce47509be170a7ce0c0926bf033bccb39b3,others,117,108,9,9
NB_ea92a4fe643fc9b3baaea9f2f6e8facb1ff2115d6abb9d0e64144168af6786bb,python,39,12,27,226
NB_4beecfcfa15407b95abd79a74edecaa660a97b0985139c90415fe57b6e094e21,python,29,28,1,1
NB_3e0aa8fadf9b3df75e21c3a079536e4031e2847f29b74ead1c35372ec3b3781b,python,50,24,26,89
NB_2e56b3d3e99a8c8df67920fa84bcd2decf16d09a3d790e1fb317d419cdf9cc12,python,20,15,5,13
NB_df78c2df76d3e06182b89378cdfd7feb18670983b34adf98cfc0985b6414609f,python,32,18,14,148
NB_d34a6622fbf730aa4de1963db5ae8442d84998797c6015f8e2e459511fa5eabf,python,19,17,2,2
NB_fc50a92b6a457efa1d28220c535d68caf44fc0b5509a982d3d931fa9f6ed6940,python,12,9,3,3
NB_36c263f5da4e5d3b8d1d7133d13fd2ce1c09e804cc46a85210de094d0ff419a0,python,57,17,40,281
NB_0e580767b2cfaf3681ac25f91f297a408e644072989d2a0822dc9ad3a3fa0b49,python,23,17,6,14
NB_6c451eca974dd468a3ac002ab49480b8f3ae4e6a245f6011a96ad98dd62cf5e8,python,19,9,10,52
NB_f311603dffeed037831a82a65457cccc65f455b35bae3ac31d365e33f971ffff,python,39,37,2,2
NB_e6b5ab37268df325f054348961991132e4712e880be34a8c687b116cb14689c1,python,12,12,0,0
NB_59b66612a1ff5c409f04fcc254e9f24b11714d05ba0ff75b6fc8f2491641b17f,python,32,32,0,0
NB_e30b3f838404b7ea414b5b235981638ac365f1c51a9dc156f5fa5e21b44e6f2a,python,77,60,17,43
NB_56d8585fefe509fa45645613324fd43419c9e49bad56fdfaf1623caffc124939,python,15,7,8,29
NB_4b4a3d62584ab01a8b0ee69836ed2bba526737e9c1c12663e7bb2b549a190177,others,22,9,13,47
NB_46025daf2b6b5d6285781cf651d521ac720766ad4b0558025db4ba2fb27215f1,python,25,14,11,93
NB_078c105c2b3026f8e75e4dc54d3f735ce5c5d6e3fcf57ea1c54a7000546ec6cd,others,28,27,1,1
NB_4c5c46a89df5a9b4bb66745029047f905b603d7cafc67b00c4cf96e3e98896a0,others,39,36,3,3
NB_833548452c9b7f117017da35baf1175f8022b14f84ab0724000816c97417be63,others,39,39,0,0
NB_076efce9b6980ab2357d73b89e5680cb16f5dc9e9da3f68a62fc99cfe1c2493e,python,64,28,36,124
NB_d16618365d733c02f84042117302c12581636da864021d13808ce18d9ae4aad0,python,8,8,0,0
NB_aca21544d278d3be11a384afa03677656f207de53f79ead696e5c2f87460d891,python,51,43,8,40
NB_f2958bbda108d4ef8cf1647a3d20e7139ee3221cbab7063d750efa5fee4be7ec,python,97,74,23,50
NB_cfe4843d258f94d2a17aa65554cba9884e54ff55174adf0712e63022ea596ea2,python,10,10,0,0
NB_b70606a2144537d641b450879dc8a722acb391b48aef0cf89c38a1ffc6fe91b5,python,13,9,4,8
